date,ticker,adj_close,return,volume,market_cap,dollar_volume,effective_date,ticker_fund,book_equity,net_income,sales,operating_cash_flow,available_date,benchmark_return,benchmark_weight,book_to_market,earnings_to_price,sales_to_price,cashflow_to_price,mom_1m,mom_3m,mom_6m,mom_12_1m,vol_12m,forward_return,benchmark_forward_return,target_active_return,factor_sort_score
2014-01-31,JP1000,1091.3459699809105,0.0913459699809104,49461006,21465730685.09617,53979069569.301636,,,,,,,,0.014923189705011,0.0041811833366054,,,,,,,,,,-0.037309935789862525,0.00010230040327319223,-0.03741223619313572,
2014-01-31,JP1001,968.1092917263333,-0.1567395585377799,21971510,44149109152.5499,21270822984.25805,,,,,,,,0.014923189705011,0.008599545117874,,,,,,,,,,-0.011715771512030293,0.00010230040327319223,-0.011818071915303485,
2014-01-31,JP1002,951.4541820553508,-0.0849932205951583,41224350,67612958354.98345,39223080210.0135,,,,,,,,0.014923189705011,0.0131699301998948,,,,,,,,,,0.05854179190783726,0.00010230040327319223,0.05843949150456407,
2014-01-31,JP1003,955.4473656766492,-0.0373543751805436,37369064,8623892533.541452,35704173756.602104,,,,,,,,0.014923189705011,0.0016797972678822,,,,,,,,,,0.049629046351111095,0.00010230040327319223,0.0495267459478379,
2014-01-31,JP1004,986.4143709057902,0.1034274180823562,46907083,24676177235.193947,46269820768.47069,,,,,,,,0.014923189705011,0.0048065273239709,,,,,,,,,,-0.046724544073453056,0.00010230040327319223,-0.04682684447672625,
2014-01-31,JP1005,992.797615257559,0.0163825047186173,44940698,125773460846.51791,44617017802.41015,,,,,,,,0.014923189705011,0.0244986721576539,,,,,,,,,,0.05732398488923596,0.00010230040327319223,0.057221684485962765,
2014-01-31,JP1006,1005.7139566010636,0.0729040935788075,33293373,13170189055.119375,33483609888.425022,,,,,,,,0.014923189705011,0.0025653436086125,,,,,,,,,,-0.0990235300815796,0.00010230040327319223,-0.0991258304848528,
2014-01-31,JP1007,997.8760302448514,-0.0682620695363784,22758344,9834773425.687244,22710005965.666733,,,,,,,,0.014923189705011,0.0019156576298296,,,,,,,,,,0.0038347213851042117,0.00010230040327319223,0.0037324209818310194,
2014-01-31,JP1008,993.179123556382,-0.0572947572054286,33199646,34221147429.988857,32973195316.662144,,,,,,,,0.014923189705011,0.0066657358881863,,,,,,,,,,0.06462068866398774,0.00010230040327319223,0.06451838826071454,
2014-01-31,JP1010,1002.4360606562462,0.0270287908546645,20664076,27431385930.921967,20714414942.541283,,,,,,,,0.014923189705011,0.0053431982091342,,,,,,,,,,-0.030293534290630864,0.00010230040327319223,-0.030395834693904056,
2014-01-31,JP1011,1008.6405672291228,0.0580780357726389,32393350,86775238475.62752,32673246918.451504,,,,,,,,0.014923189705011,0.0169024379587586,,,,,,,,,,-0.09202907469453603,0.00010230040327319223,-0.09213137509780922,
2014-01-31,JP1012,1010.3252439841727,0.0104421566845767,30712944,65245714140.45973,31030062640.272236,,,,,,,,0.014923189705011,0.012708828632534,,,,,,,,,,0.011686650873989235,0.00010230040327319223,0.011584350470716043,
2014-01-31,JP1013,1014.3106743381716,0.0439747208734359,31144521,56706811710.9141,31590220097.449345,,,,,,,,0.014923189705011,0.0110455860867722,,,,,,,,,,0.01904110539429338,0.00010230040327319223,0.018938804991020186,
2014-01-31,JP1014,1016.6227659277502,0.0253231439774639,22310408,40552085085.54871,22681268689.936604,,,,,,,,0.014923189705011,0.0078989019713187,,,,,,,,,,0.10325825278509027,0.00010230040327319223,0.10315595238181707,
2014-01-31,JP1015,1020.7352965560882,0.0566538460936898,23411298,291712660105.5481,23896738206.792953,,,,,,,,0.014923189705011,0.0568209920921549,,,,,,,,,,-0.18501990497920295,0.00010230040327319223,-0.18512220538247615,
